79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(1)<0>	EQ:	hessisch oldendorf	P	hessisch oldendorf	52.172690	9.249130	0.000000km	2905290
(1)<0>	EQ:	dotternhausen	P	dotternhausen	48.228480	8.792280	0.000000km	2935425
(1)<0>	EQ:	gottingen	P	gottingen	48.473320	10.080470	0.000000km	2918634
(1)<0>	EQ:	bad breisig	P	bad breisig	50.505230	7.288610	0.000000km	2953536
(1)<0>	EQ:	kleinostheim	P	kleinostheim	50.000000	9.066670	0.000000km	2888411
(2)<1>	EQ:	coswig	A	coswig	51.126350	13.584200	115.525939km	6550799
(1)<0>	EQ:	germersheim	P	germersheim	49.223060	8.363890	0.000000km	2921034
(2)<1>	EQ:	niederkassel	A	niederkassel	50.800100	7.049050	53.326888km	6557566
(1)<0>	EQ:	uetze	P	uetze	52.465110	10.204670	0.000000km	2820436
(1)<0>	EQ:	elsterwerda	P	elsterwerda	51.460430	13.520010	0.000000km	2930680
(1)<0>	EQ:	wunstorf	P	wunstorf	52.423770	9.435850	0.000000km	2805761
(1)<0>	EQ:	tauberbischofsheim	P	tauberbischofsheim	49.624720	9.662780	0.000000km	2823854
(11)<1>	IN:	binz	A	binz	54.417320	13.593190	2.237108km	6548407
(29)<2>	EQ:	asbach	P	asbach	49.078540	13.003210	0.000000km	2955309
(29)<2>	EQ:	asbach	P	asbach	48.853410	12.787040	29.620267km	2955310
(29)<2>	EQ:	asbach	P	asbach	48.611190	12.862310	52.991404km	2955311
(29)<2>	EQ:	asbach	P	asbach	51.280230	10.031310	324.040943km	2955312
(29)<2>	EQ:	asbach	P	asbach	50.833990	9.665760	308.951334km	2955313
(29)<2>	EQ:	asbach	P	asbach	50.725990	10.488690	257.284525km	2955314
(29)<2>	EQ:	asbach	P	asbach	50.666670	7.416670	438.574016km	2955315
(29)<2>	EQ:	asbach	P	asbach	49.816670	7.283330	422.704817km	2955316
(29)<2>	EQ:	asbach	P	asbach	49.776380	8.769070	316.764892km	2955317
(29)<2>	EQ:	asbach	P	asbach	49.753780	11.706380	120.389208km	2955318
(29)<2>	EQ:	asbach	P	asbach	49.376320	12.157690	69.925072km	2955319
(29)<2>	EQ:	asbach	P	asbach	49.341180	9.025130	291.291860km	2955320
(29)<2>	EQ:	asbach	P	asbach	49.296790	11.228760	131.605492km	2955321
(29)<2>	EQ:	asbach	P	asbach	49.254040	12.506470	41.149424km	2955322
(29)<2>	EQ:	asbach	P	asbach	49.236210	11.010700	146.385227km	2955323
(29)<2>	EQ:	asbach	P	asbach	49.227040	10.094930	212.780924km	2955324
(29)<2>	EQ:	asbach	P	asbach	49.141490	10.186940	205.724550km	2955325
(29)<2>	EQ:	asbach	P	asbach	48.784440	11.984850	81.469730km	2955326
(29)<2>	EQ:	asbach	P	asbach	48.739390	12.316520	62.899568km	2955327
(29)<2>	EQ:	asbach	P	asbach	48.680280	10.820830	166.081049km	2955328
(29)<2>	EQ:	asbach	P	asbach	48.652930	10.219130	209.661717km	2955329
(29)<2>	EQ:	asbach	P	asbach	48.522570	10.730120	178.058492km	2955330
(29)<2>	EQ:	asbach	P	asbach	48.469760	12.994980	67.702301km	2955331
(29)<2>	EQ:	asbach	P	asbach	48.422940	11.259830	147.476526km	2955332
(29)<2>	EQ:	asbach	P	asbach	48.396390	13.179680	76.960729km	2955333
(29)<2>	EQ:	asbach	P	asbach	48.391710	11.460430	136.789739km	2955334
(29)<2>	EQ:	asbach	P	asbach	48.383790	12.202640	97.145464km	2955335
(29)<2>	EQ:	asbach	P	asbach	48.306770	11.065790	166.456521km	2955336
(29)<2>	EQ:	asbach	P	asbach	48.187030	12.390860	108.928268km	2955337
(29)<2>	EQ:	asbach	A	asbach	49.810090	7.271940	423.400738km	6553571
(29)<2>	EQ:	asbach	A	asbach	50.666700	7.416670	438.575244km	6553817
(1)<0>	EQ:	erkrath	P	erkrath	51.222350	6.908310	0.000000km	2929600
(2)<1>	EQ:	nordhorn	A	nordhorn	52.414900	7.076650	104.632439km	6557470
(2)<1>	EQ:	neu wulmstorf	A	neu wulmstorf	53.422700	9.789600	4.942174km	6552645
(2)<1>	EQ:	emden	A	emden	53.370090	7.203100	0.428218km	6552849
(0)<0>	No match: sprockhovel
(1)<0>	EQ:	wertingen	P	wertingen	48.563140	10.681490	0.000000km	2810702
(1)<0>	EQ:	stadtallendorf	P	stadtallendorf	50.822610	9.012940	0.000000km	2829804
(3)<1>	EQ:	geisingen	A	geisingen	47.915850	8.642300	120.807028km	6558132
(1)<0>	EQ:	crailsheim	P	crailsheim	49.134440	10.071930	0.000000km	2939797
(1)<0>	EQ:	prenzlau	P	prenzlau	53.316250	13.862610	0.000000km	2852218
(1)<0>	EQ:	welzheim	P	welzheim	48.876750	9.634340	0.000000km	2811354
(3)<0>	EQ:	menden	P	menden	51.405310	6.900520	0.000000km	2871982
(3)<0>	EQ:	menden	P	menden	51.443370	7.778250	61.197192km	2871983
(3)<0>	EQ:	menden	P	menden	50.789770	7.162870	70.901928km	2871984
(0)<1>	No match:	karlsbad	A	karlsbad	48.916670	8.500000	299.464298km	3209432
(2)<1>	EQ:	naumburg	A	naumburg	51.250000	9.166670	0.215839km	6557818
(0)<0>	No match: burstadt
(1)<0>	EQ:	schleswig	P	schleswig	54.521560	9.558600	0.000000km	2838634
(1)<0>	EQ:	illertissen	P	illertissen	48.223360	10.103470	0.000000km	2896546
(1)<0>	EQ:	viersen	P	viersen	51.254350	6.394410	0.000000km	2817311
(1)<0>	EQ:	neckarsulm	P	neckarsulm	49.189120	9.225270	0.000000km	2866758
(1)<0>	EQ:	hohenstein-ernstthal	P	hohenstein-ernstthal	50.800640	12.712870	0.000000km	2901420
(0)<0>	No match: eisenhuttenstadt
(1)<0>	EQ:	ratingen	P	ratingen	51.297240	6.849290	0.000000km	2850174
(0)<0>	No match: wittlich-land
(1)<0>	EQ:	hutschenhausen	P	hutschenhausen	49.416670	7.483330	0.000000km	2897063
(1)<0>	EQ:	backnang	P	backnang	48.947430	9.437180	0.000000km	2953568
(1)<0>	EQ:	schkeuditz	P	schkeuditz	51.396780	12.221410	0.000000km	2839050
(2)<0>	EQ:	neusass	P	neusass	49.621980	9.348270	0.000000km	2864251
(2)<0>	EQ:	neusass	P	neusass	48.392490	10.833330	174.635060km	2864252
(1)<0>	EQ:	kempten	P	kempten	49.967290	7.937020	0.000000km	2891620
(1)<0>	EQ:	verden	P	verden	52.923430	9.234910	0.000000km	2817599
(1)<0>	EQ:	saarlouis	P	saarlouis	49.313660	6.751540	0.000000km	2842632
(1)<0>	EQ:	pinneberg	P	pinneberg	53.667320	9.789360	0.000000km	2853658
(7)<2>	EQ:	holm	P	holm	54.833330	8.866670	0.000000km	2900337
(7)<2>	EQ:	holm	P	holm	54.500520	9.327900	47.520078km	2900338
(7)<2>	EQ:	holm	P	holm	54.485710	9.715560	67.070609km	2900339
(7)<2>	EQ:	holm	P	holm	53.901970	11.016570	173.981330km	2900340
(7)<2>	EQ:	holm	P	holm	53.616670	9.666670	145.126821km	2900341
(7)<2>	EQ:	holm	P	holm	53.265440	9.883060	186.776550km	2900342
(7)<2>	EQ:	holm	P	holm	54.420530	10.368600	107.334807km	2900347
(7)<2>	EQ:	holm	A	holm	54.833300	8.866670	0.003340km	6551555
(7)<2>	EQ:	holm	A	holm	53.616400	9.675000	145.351048km	6551692
(1)<0>	EQ:	bernburg	P	bernburg	51.794640	11.740100	0.000000km	2950073
(1)<0>	EQ:	delmenhorst	P	delmenhorst	53.051100	8.630910	0.000000km	2938323
(4)<0>	EQ:	grassau	P	grassau	52.670850	11.684400	0.000000km	2917975
(4)<0>	EQ:	grassau	P	grassau	51.777440	13.220000	144.540862km	2917976
(4)<0>	EQ:	grassau	P	grassau	47.839810	11.877040	537.550279km	2917977
(4)<0>	EQ:	grassau	P	grassau	47.780990	12.453590	546.668809km	2917978
(2)<1>	EQ:	simmern	A	simmern	50.387160	7.677010	0.309124km	6554175
(3)<1>	EQ:	siegsdorf	A	siegsdorf	47.833300	12.650000	74.202696km	6556414
(1)<0>	EQ:	syke	P	syke	52.913450	8.822090	0.000000km	2824461
(0)<0>	No match: erbach im odenwald
(6)<1>	EQ:	langenhagen	A	langenhagen	52.450600	9.749150	207.708424km	6557402
(1)<0>	EQ:	schwelm	P	schwelm	51.286350	7.293880	0.000000km	2834372
(0)<1>	No match:	neu-isenburg	A	neu-isenburg	50.050000	8.700000	169.691727km	6557756
(1)<0>	EQ:	haiger	P	haiger	50.741620	8.207780	0.000000km	2911964
(5)<1>	EQ:	friedberg	A	friedberg	48.359790	10.987870	610.702160km	6558401
(1)<0>	EQ:	neuwied	P	neuwied	50.433600	7.470570	0.000000km	2863840
(1)<0>	EQ:	fehmarn	P	fehmarn	54.437800	11.193520	0.000000km	8051091
(0)<0>	No match: lobau
(1)<0>	EQ:	neubrandenburg	P	neubrandenburg	53.564140	13.275320	0.000000km	2866135
(1)<0>	EQ:	baesweiler	P	baesweiler	50.909640	6.188740	0.000000km	2953302
(1)<0>	EQ:	heilbad heiligenstadt	P	heilbad heiligenstadt	51.378190	10.137440	0.000000km	2907545
(1)<0>	EQ:	mulda	P	mulda	50.807890	13.414770	0.000000km	2867863
(1)<0>	EQ:	plettenberg	P	plettenberg	51.209490	7.872610	0.000000km	2853209
(3)<1>	EQ:	winsen	A	winsen	53.833300	10.016700	0.003879km	6552157
(1)<0>	EQ:	pulheim	P	pulheim	50.999650	6.806320	0.000000km	2851746
(1)<0>	EQ:	essenheim	P	essenheim	49.930560	8.155560	0.000000km	2928793
(2)<1>	EQ:	aichach	A	aichach	48.455330	11.135900	0.279429km	6558400
(1)<0>	EQ:	schierling	P	schierling	48.834220	12.139460	0.000000km	2839393
(1)<0>	EQ:	heidenheim	P	heidenheim	49.017190	10.743470	0.000000km	2907852
(1)<0>	EQ:	horn-bad meinberg	P	horn-bad meinberg	51.885500	8.962440	0.000000km	2898894
(4)<1>	EQ:	sonneberg	A	sonneberg	50.356000	11.169300	260.713743km	6551154
(1)<0>	EQ:	bernau bei berlin	P	bernau bei berlin	52.679820	13.587080	0.000000km	2950096
(2)<0>	EQ:	bonndorf	P	bonndorf	50.678850	10.363580	0.000000km	2946443
(2)<0>	EQ:	bonndorf	P	bonndorf	47.829790	9.093150	330.065002km	2946444
(1)<0>	EQ:	loxstedt	P	loxstedt	53.466670	8.650000	0.000000km	2875645
(1)<0>	EQ:	lohra	P	lohra	50.733330	8.633330	0.000000km	2876144
(1)<0>	EQ:	oberstaufen	P	oberstaufen	47.555680	10.022450	0.000000km	2858966
(1)<0>	EQ:	uedem	P	uedem	51.665200	6.273710	0.000000km	2820465
(1)<0>	EQ:	senftenberg	P	senftenberg	51.525170	14.001640	0.000000km	2833073
(1)<0>	EQ:	haan	P	haan	51.193820	7.013300	0.000000km	2913195
(1)<0>	EQ:	leverkusen	P	leverkusen	51.030300	6.984320	0.000000km	2878234
(1)<0>	EQ:	edelsfeld	P	edelsfeld	49.576440	11.695890	0.000000km	2933452
(0)<0>	No match: ibbenburen
(1)<0>	EQ:	schwarzenbek	P	schwarzenbek	53.503030	10.480550	0.000000km	2835013
(1)<0>	EQ:	bad harzburg	P	bad harzburg	51.882680	10.561570	0.000000km	2953449
(0)<0>	No match: hansestadt salzwedel
(1)<0>	EQ:	bad langensalza	P	bad langensalza	51.107710	10.646000	0.000000km	2953413
(1)<0>	EQ:	teningen	P	teningen	48.129520	7.812050	0.000000km	2823504
(3)<1>	EQ:	werl	A	werl	51.553680	7.907260	29.211324km	6557703
(1)<0>	EQ:	weil der stadt	P	weil der stadt	48.749530	8.871760	0.000000km	2812625
(2)<2>	EQ:	kranenburg	P	kranenburg	53.606510	9.206020	0.000000km	2884778
(2)<2>	EQ:	kranenburg	P	kranenburg	51.783330	6.016670	296.018055km	2884779
(2)<2>	EQ:	kranenburg	A	kranenburg	53.600000	9.200000	0.826909km	6552804
(2)<2>	EQ:	kranenburg	A	kranenburg	51.783300	6.016670	296.020395km	6553033
(1)<0>	EQ:	zeitz	P	zeitz	51.049620	12.136900	0.000000km	2804922
(1)<0>	EQ:	schmallenberg	P	schmallenberg	51.154730	8.285050	0.000000km	2838053
(1)<0>	IN:	molln	P	mollnitz	53.190210	11.844930	0.000000km	2869990
(2)<1>	EQ:	heinsberg	A	heinsberg	51.066270	6.105480	0.498090km	6558487
(1)<0>	EQ:	wittmund	P	wittmund	53.576740	7.778390	0.000000km	2807218
(1)<0>	EQ:	jena	P	jena	50.928780	11.589900	0.000000km	2895044
(2)<1>	EQ:	egenhofen	A	egenhofen	48.283300	11.166700	60.279090km	6556217
(1)<0>	EQ:	schwetzingen	P	schwetzingen	49.382170	8.582300	0.000000km	2834240
(1)<0>	EQ:	schwabisch gmund	P	schwabisch gmund	48.799470	9.798090	0.000000km	2835482
(63)<2>	EQ:	oberndorf	P	oberndorf	53.750000	9.150000	0.000000km	2859600
(63)<2>	EQ:	oberndorf	P	oberndorf	50.996040	11.481570	345.097587km	2859601
(63)<2>	EQ:	oberndorf	P	oberndorf	50.958710	8.295860	315.996640km	2859602
(63)<2>	EQ:	oberndorf	P	oberndorf	50.900560	8.669900	318.750099km	2859603
(63)<2>	EQ:	oberndorf	P	oberndorf	50.888130	11.893870	369.281599km	2859604
(63)<2>	EQ:	oberndorf	P	oberndorf	50.821420	10.975120	348.830167km	2859605
(63)<2>	EQ:	oberndorf	P	oberndorf	50.748700	8.411800	337.739567km	2859606
(63)<2>	EQ:	oberndorf	P	oberndorf	50.702270	9.120220	339.131835km	2859607
(63)<2>	EQ:	oberndorf	P	oberndorf	50.527830	8.412690	362.061316km	2859608
(63)<2>	EQ:	oberndorf	P	oberndorf	50.188840	9.473390	396.860098km	2859609
(63)<2>	EQ:	oberndorf	P	oberndorf	50.027310	10.200470	420.459293km	2859610
(63)<2>	EQ:	oberndorf	P	oberndorf	49.862850	9.505450	433.190969km	2859611
(63)<2>	EQ:	oberndorf	P	oberndorf	49.778880	10.825220	456.688682km	2859612
(63)<2>	EQ:	oberndorf	P	oberndorf	49.751620	12.202870	492.184360km	2859613
(63)<2>	EQ:	oberndorf	P	oberndorf	49.729360	12.264780	496.278294km	2859614
(63)<2>	EQ:	oberndorf	P	oberndorf	49.716670	7.816670	458.090761km	2859615
(63)<2>	EQ:	oberndorf	P	oberndorf	49.632210	11.003260	475.692460km	2859616
(63)<2>	EQ:	oberndorf	P	oberndorf	49.619720	11.324330	483.457466km	2859617
(63)<2>	EQ:	oberndorf	P	oberndorf	49.508270	12.102640	514.206066km	2859618
(63)<2>	EQ:	oberndorf	P	oberndorf	49.520220	11.374880	495.110502km	2859619
(63)<2>	EQ:	oberndorf	P	oberndorf	49.518950	10.471970	479.539948km	2859620
(63)<2>	EQ:	oberndorf	P	oberndorf	49.445380	10.729460	491.242347km	2859621
(63)<2>	EQ:	oberndorf	P	oberndorf	49.442780	9.992780	482.755002km	2859622
(63)<2>	EQ:	oberndorf	P	oberndorf	49.429960	11.428440	505.849024km	2859623
(63)<2>	EQ:	oberndorf	P	oberndorf	49.407160	9.590300	484.141365km	2859624
(63)<2>	EQ:	oberndorf	P	oberndorf	49.345070	10.296170	496.475687km	2859625
(63)<2>	EQ:	oberndorf	P	oberndorf	49.250000	9.983330	503.982895km	2859626
(63)<2>	EQ:	oberndorf	P	oberndorf	49.176430	11.371190	531.670828km	2859627
(63)<2>	EQ:	oberndorf	P	oberndorf	49.176010	10.630840	519.158884km	2859628
(63)<2>	EQ:	oberndorf	P	oberndorf	49.152870	12.762730	569.610253km	2859629
(63)<2>	EQ:	oberndorf	P	oberndorf	49.075830	10.996280	535.609173km	2859631
(63)<2>	EQ:	oberndorf	P	oberndorf	49.063180	11.499080	546.375187km	2859632
(63)<2>	EQ:	oberndorf	P	oberndorf	48.947240	12.019160	570.375579km	2859633
(63)<2>	EQ:	oberndorf	P	oberndorf	48.893210	9.545510	541.039288km	2859634
(63)<2>	EQ:	oberndorf	P	oberndorf	48.827040	8.277340	551.058468km	2859635
(63)<2>	EQ:	oberndorf	P	oberndorf	48.809600	13.558080	629.555297km	2859636
(63)<2>	EQ:	oberndorf	P	oberndorf	48.758890	12.131110	592.861008km	2859637
(63)<2>	EQ:	oberndorf	P	oberndorf	48.749890	13.520940	634.204340km	2859638
(63)<2>	EQ:	oberndorf	P	oberndorf	48.729930	13.641070	640.232151km	2859639
(63)<2>	EQ:	oberndorf	P	oberndorf	48.707460	12.657040	611.961581km	2859640
(63)<2>	EQ:	oberndorf	P	oberndorf	48.669180	10.867490	577.806728km	2859641
(63)<2>	EQ:	oberndorf	P	oberndorf	48.622080	13.009720	630.865131km	2859642
(63)<2>	EQ:	oberndorf	P	oberndorf	48.608920	12.031570	606.277927km	2859643
(63)<2>	EQ:	oberndorf	P	oberndorf	48.552610	12.639330	627.453473km	2859644
(63)<2>	EQ:	oberndorf	P	oberndorf	48.526470	8.929140	581.326450km	2859645
(63)<2>	EQ:	oberndorf	P	oberndorf	48.501430	13.124160	646.552811km	2859646
(63)<2>	EQ:	oberndorf	P	oberndorf	48.464510	12.606540	635.701655km	2859647
(63)<2>	EQ:	oberndorf	P	oberndorf	48.416330	13.105250	654.653149km	2859648
(63)<2>	EQ:	oberndorf	P	oberndorf	48.420260	12.505450	637.662579km	2859649
(63)<2>	EQ:	oberndorf	P	oberndorf	48.375100	11.215200	615.159933km	2859650
(63)<2>	EQ:	oberndorf	P	oberndorf	48.368100	12.368190	639.662375km	2859651
(63)<2>	EQ:	oberndorf	P	oberndorf	48.338450	11.541720	624.863313km	2859652
(63)<2>	EQ:	oberndorf	P	oberndorf	48.283620	12.863950	661.389347km	2859653
(63)<2>	EQ:	oberndorf	P	oberndorf	48.290500	8.572210	608.707031km	2859654
(63)<2>	EQ:	oberndorf	P	oberndorf	48.229380	12.022740	646.291780km	2859655
(63)<2>	EQ:	oberndorf	P	oberndorf	48.174100	12.134060	654.621223km	2859656
(63)<2>	EQ:	oberndorf	P	oberndorf	48.078600	11.996300	661.774720km	2859657
(63)<2>	EQ:	oberndorf	P	oberndorf	48.031090	12.088690	668.812914km	2859658
(63)<2>	EQ:	oberndorf	P	oberndorf	47.907370	12.377130	688.398202km	2859659
(63)<2>	EQ:	oberndorf	P	oberndorf	47.875370	12.848680	703.349851km	2859660
(63)<2>	EQ:	oberndorf	P	oberndorf	47.861110	9.144020	655.105936km	2859661
(63)<2>	EQ:	oberndorf	P	oberndorf	49.756180	11.125650	464.785801km	2859665
(63)<2>	EQ:	oberndorf	P	oberndorf	49.865130	11.867040	471.032124km	9973169
(63)<2>	EQ:	oberndorf	A	oberndorf	53.750000	9.150000	0.000000km	6552606
(63)<2>	EQ:	oberndorf	A	oberndorf	49.706080	7.815780	459.259033km	6554973
(1)<0>	EQ:	pforzheim	P	pforzheim	48.884360	8.698920	0.000000km	2853969
(1)<0>	EQ:	rastatt	P	rastatt	48.858510	8.209650	0.000000km	2850257
(1)<0>	EQ:	burgstadt	P	burgstadt	49.714760	9.269160	0.000000km	2941151
(1)<0>	EQ:	geesthacht	P	geesthacht	53.435750	10.377900	0.000000km	2922102
(1)<0>	EQ:	rees	P	rees	51.762630	6.397780	0.000000km	2849548
(1)<0>	EQ:	maxhutte-haidhof	P	maxhutte-haidhof	49.199630	12.092290	0.000000km	2872670
(1)<0>	EQ:	westerstede	P	westerstede	53.256820	7.927370	0.000000km	2810188
(1)<0>	EQ:	messkirch	P	messkirch	47.994570	9.114790	0.000000km	2871609
(1)<0>	EQ:	flensburg	P	flensburg	54.784310	9.439610	0.000000km	2926271
(1)<0>	IN:	zinnowitz	P	ostseebad zinnowitz	54.076680	13.911270	0.000000km	2804109
(1)<0>	EQ:	jachenau	P	jachenau	47.605740	11.433810	0.000000km	2895517
(5)<1>	EQ:	morsbach	A	morsbach	50.866700	7.716670	52.638574km	6553075
(2)<2>	EQ:	osterby	P	osterby	54.800000	9.216670	0.000000km	2856635
(2)<2>	EQ:	osterby	P	osterby	54.450000	9.750000	52.005269km	2856636
(2)<2>	EQ:	osterby	A	osterby	54.450000	9.750000	52.005269km	6551898
(2)<2>	EQ:	osterby	A	osterby	54.800000	9.216670	0.000000km	6552045
(0)<1>	No match:	walzbachtal	A	walzbachtal	49.025280	8.598890	643.924679km	2814358
(0)<0>	No match: unterfohring
(1)<0>	EQ:	borgholzhausen	P	borgholzhausen	52.103430	8.302110	0.000000km	2946270
(1)<0>	EQ:	bad durrheim	P	bad durrheim	48.020930	8.530560	0.000000km	2953520
(1)<0>	EQ:	bad rappenau	P	bad rappenau	49.238480	9.101800	0.000000km	2953374
(1)<0>	EQ:	kronach	P	kronach	50.239630	11.333080	0.000000km	2883784
(1)<0>	EQ:	kothen	P	kothen	50.371220	9.766190	0.000000km	2885238
(1)<0>	EQ:	altomunster	P	altomunster	48.387670	11.256910	0.000000km	2956951
(1)<0>	EQ:	hamburg	P	hamburg	53.575320	10.015340	0.000000km	2911298
(1)<0>	EQ:	paderborn	P	paderborn	51.719050	8.754390	0.000000km	2855745
(0)<0>	No match: neustadt am rubenberge
(1)<0>	EQ:	cuxhaven	P	cuxhaven	53.871760	8.690870	0.000000km	2939658
(4)<1>	EQ:	morbach	A	morbach	49.820700	7.099900	2.434724km	6554390
(1)<0>	EQ:	guben	P	guben	51.949870	14.714470	0.000000km	2913922
(1)<0>	EQ:	coburg	P	coburg	50.259370	10.963840	0.000000km	2939951
(1)<0>	EQ:	lengede	P	lengede	52.204870	10.307750	0.000000km	2878879
(1)<0>	EQ:	finsterwalde	P	finsterwalde	51.633880	13.706620	0.000000km	2926670
(1)<0>	EQ:	bischofswerda	P	bischofswerda	51.127710	14.179740	0.000000km	2948267
(1)<0>	EQ:	miesbach	P	miesbach	47.789030	11.833820	0.000000km	2871198
(1)<0>	EQ:	landsberg am lech	P	landsberg am lech	48.048190	10.882820	0.000000km	2881509
(1)<0>	IN:	bad homburg	P	bad homburg vor der hoehe	50.226830	8.618160	0.000000km	2953436
(1)<0>	EQ:	strausberg	P	strausberg	52.578590	13.887410	0.000000km	2826082
(1)<0>	EQ:	northeim	P	northeim	51.706620	9.999970	0.000000km	2861814
(1)<0>	EQ:	meschede	P	meschede	51.350200	8.283320	0.000000km	2871668
(1)<0>	EQ:	attendorn	P	attendorn	51.126450	7.903330	0.000000km	2954932
(1)<0>	EQ:	sendenhorst	P	sendenhorst	51.843030	7.829960	0.000000km	2833076
(1)<0>	IN:	fussen	P	fussenberg	49.076120	12.169210	0.000000km	2923505
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	54.543750	13.331470	0.000000km	2865627
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	54.236550	8.991510	283.948113km	2865628
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	54.117010	13.376520	47.591242km	2865629
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.864220	9.428270	265.655243km	2865630
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.798750	13.571720	84.395715km	2865631
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.776970	8.893610	302.139524km	2865632
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.597290	13.369420	105.376255km	2865633
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.598210	10.993370	185.738042km	2865634
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.516670	9.600000	269.875709km	2865635
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.231730	8.526650	347.948090km	2865636
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.032590	9.706420	292.126572km	2865637
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	52.776290	8.750440	361.018083km	2865638
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	52.510370	8.063710	416.071221km	2865639
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	52.417100	7.838880	434.541007km	2865640
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	52.244720	7.371830	471.615390km	2865641
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	52.137780	8.388350	424.214558km	2865642
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	52.022500	10.469630	339.299725km	2865643
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	51.831320	8.444560	444.598613km	2865644
(19)<11>	EQ:	neuenkirchen	P	neuenkirchen	53.941520	11.947630	112.392345km	11523431
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	53.600000	13.366700	105.070663km	6548014
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	53.800000	13.566700	84.198551km	6548304
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	54.132090	13.387680	45.968026km	6548305
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	54.550000	13.333300	0.705727km	6548423
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	54.233300	8.983330	284.530119km	6551352
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	52.766700	8.733330	362.575615km	6552454
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	53.766700	8.900000	302.098619km	6552603
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	53.033300	9.716670	291.527585km	6552777
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	53.516700	9.600000	269.874216km	6552808
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	52.416700	7.850000	433.948423km	6552991
(19)<11>	EQ:	neuenkirchen	A	neuenkirchen	52.250000	7.366670	471.565110km	6553108
(1)<0>	EQ:	twist	P	twist	52.637930	7.066220	0.000000km	2820649
(0)<1>	No match:	reichenbach im vogtland	A	reichenbach im vogtland	50.621480	12.305020	426.364637km	6559268
(4)<1>	EQ:	winterberg	A	winterberg	51.229050	8.528350	106.185128km	6557675
(0)<0>	No match: wachtersbach
(1)<0>	EQ:	fassberg	P	fassberg	52.900000	10.166670	0.000000km	2927750
(1)<0>	IN:	radolfzell	P	radolfzell am bodensee	47.741940	8.970980	0.000000km	2850954
(1)<0>	EQ:	crawinkel	P	crawinkel	50.783330	10.783330	0.000000km	2939770
(1)<0>	EQ:	lutzerath	P	lutzerath	50.126950	7.007400	0.000000km	2874728
(1)<0>	EQ:	wolgast	P	wolgast	54.052750	13.772010	0.000000km	2806501
(2)<0>	EQ:	muhldorf	P	muhldorf	50.289990	11.778250	0.000000km	2868505
(2)<0>	EQ:	muhldorf	P	muhldorf	47.943400	12.259970	263.325926km	2868507
(2)<1>	EQ:	wedel	A	wedel	53.583680	9.723440	1.661681km	6547477
(1)<0>	EQ:	ober-ramstadt	P	ober-ramstadt	49.830780	8.748870	0.000000km	2859380
(6)<2>	EQ:	hainichen	P	hainichen	51.483460	12.615170	0.000000km	2911791
(6)<2>	EQ:	hainichen	P	hainichen	51.191880	12.559800	32.668327km	2911792
(6)<2>	EQ:	hainichen	P	hainichen	51.039550	12.169120	58.381499km	2911793
(6)<2>	EQ:	hainichen	P	hainichen	51.000000	11.616670	88.060553km	2911794
(6)<2>	EQ:	hainichen	P	hainichen	50.970440	13.122870	67.195712km	2911795
(6)<2>	EQ:	hainichen	P	hainichen	50.873320	12.453000	68.819817km	2911796
(6)<2>	EQ:	hainichen	A	hainichen	51.000000	11.616700	88.058894km	6550366
(6)<2>	EQ:	hainichen	A	hainichen	50.954020	13.134360	69.174802km	6550779
(0)<0>	No match: muhlenbecker land
(1)<0>	EQ:	landsberg	P	landsberg	51.526980	12.160760	0.000000km	2881508
(3)<1>	EQ:	grefrath	A	grefrath	51.336280	6.340760	0.003567km	6553041
(1)<0>	EQ:	gross-gerau	P	gross-gerau	49.921390	8.482550	0.000000km	2915613
(4)<2>	EQ:	taufkirchen	P	taufkirchen	48.434940	12.699680	0.000000km	2823809
