79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(1)<0>	EQ:	oberding	P	oberding	48.316670	11.850000	0.000000km	2861096
(0)<0>	No match: dusseldorf
(1)<0>	EQ:	nussloch	P	nussloch	49.323890	8.695560	0.000000km	2861579
(0)<1>	No match:	uplengen	A	uplengen	53.283330	7.750000	445.400694km	2818269
(1)<0>	EQ:	lauchheim	P	lauchheim	48.871350	10.242220	0.000000km	2880215
(10)<3>	EQ:	hirschberg	P	hirschberg	51.429770	8.275560	0.000000km	2903716
(10)<3>	EQ:	hirschberg	P	hirschberg	50.640670	13.396930	369.721032km	2903717
(10)<3>	EQ:	hirschberg	P	hirschberg	50.650730	8.270180	86.668277km	2903718
(10)<3>	EQ:	hirschberg	P	hirschberg	50.602270	13.313950	365.266478km	2903719
(10)<3>	EQ:	hirschberg	P	hirschberg	50.405380	11.818290	273.920470km	2903720
(10)<3>	EQ:	hirschberg	P	hirschberg	50.378770	7.924850	119.493864km	2903721
(10)<3>	EQ:	hirschberg	P	hirschberg	50.223710	12.010290	295.325699km	2903722
(10)<3>	EQ:	hirschberg	P	hirschberg	49.036630	11.454280	349.642600km	2903723
(10)<3>	EQ:	hirschberg	P	hirschberg	49.022310	12.589220	407.876077km	2903724
(10)<3>	EQ:	hirschberg	P	hirschberg	47.928880	11.928660	470.107942km	2903725
(10)<3>	EQ:	hirschberg	A	hirschberg	48.916670	12.966670	436.252108km	2903781
(10)<3>	EQ:	hirschberg	A	hirschberg	50.407420	11.816830	273.727896km	6551033
(10)<3>	EQ:	hirschberg	A	hirschberg	50.383300	7.933330	118.878422km	6554039
(0)<0>	No match: brunswick
(1)<0>	EQ:	munich	P	munich	48.137430	11.575490	0.000000km	2867714
(1)<0>	EQ:	aalen	P	aalen	48.837770	10.093300	0.000000km	2959927
(3)<2>	EQ:	walldorf	P	walldorf	50.616670	10.383330	0.000000km	2814668
(3)<2>	EQ:	walldorf	P	walldorf	50.006900	8.578340	145.360029km	2814669
(3)<2>	EQ:	walldorf	P	walldorf	49.306370	8.642360	191.941475km	2814670
(3)<2>	EQ:	walldorf	A	walldorf	50.616700	10.383300	0.003955km	6550055
(3)<2>	EQ:	walldorf	A	walldorf	49.300750	8.644150	192.337797km	6558065
(2)<1>	EQ:	grafschaft	A	grafschaft	50.583330	7.066670	336.742918km	3207710
(0)<0>	No match: frankfurt an der oder
(1)<0>	EQ:	traunstein	P	traunstein	47.868250	12.643350	0.000000km	2821515
(1)<0>	EQ:	schweinfurt	P	schweinfurt	50.049370	10.221750	0.000000km	2834498
(1)<0>	EQ:	spelle	P	spelle	52.366670	7.466670	0.000000km	2830652
(1)<0>	EQ:	versmold	P	versmold	52.040090	8.152720	0.000000km	2817537
(0)<0>	No match: wurzburg
(3)<1>	EQ:	affalterbach	A	affalterbach	48.916700	9.316670	157.940824km	6555474
(2)<2>	EQ:	leimen	P	leimen	49.347370	8.687330	0.000000km	2879241
(2)<2>	EQ:	leimen	P	leimen	49.273730	7.768630	67.303725km	2879242
(2)<2>	EQ:	leimen	A	leimen	49.283300	7.766670	67.317793km	6555337
(2)<2>	EQ:	leimen	A	leimen	49.351700	8.684630	0.519993km	6558056
(4)<1>	EQ:	stromberg	A	stromberg	49.950000	7.766670	208.474134km	6557859
(1)<0>	EQ:	sehnde	P	sehnde	52.313940	9.968200	0.000000km	2833475
(1)<0>	EQ:	baden-baden	P	baden-baden	48.760600	8.239750	0.000000km	2953504
(0)<0>	No match: sommerda
(1)<0>	EQ:	rednitzhembach	P	rednitzhembach	49.300950	11.079970	0.000000km	2849568
(1)<0>	EQ:	cadolzburg	P	cadolzburg	49.457300	10.853290	0.000000km	2940428
(1)<0>	EQ:	buxtehude	P	buxtehude	53.467160	9.686360	0.000000km	2940451
(1)<0>	EQ:	bad kissingen	P	bad kissingen	50.202280	10.077840	0.000000km	2953424
(2)<0>	EQ:	dessau	P	dessau	52.808780	11.474540	0.000000km	2937958
(2)<0>	EQ:	dessau	P	dessau	51.838640	12.245550	120.068424km	2937959
(1)<0>	EQ:	brackenheim	P	brackenheim	49.077870	9.066010	0.000000km	2945591
(1)<0>	EQ:	hennef	P	hennef	50.775550	7.283080	0.000000km	2906376
(1)<0>	EQ:	aachen	P	aachen	50.776640	6.083420	0.000000km	3247449
(2)<2>	EQ:	achim	P	achim	53.014160	9.026300	0.000000km	2959681
(2)<2>	EQ:	achim	P	achim	52.059300	10.610730	151.149469km	2959682
(2)<2>	EQ:	achim	A	achim	52.066700	10.600000	150.046615km	6552399
(2)<2>	EQ:	achim	A	achim	53.011200	9.033000	0.557430km	6557456
(6)<1>	EQ:	freiberg	A	freiberg	50.911780	13.341960	405.327289km	6550757
(1)<0>	EQ:	radeberg	P	radeberg	51.111120	13.911990	0.000000km	2851079
(1)<0>	EQ:	iserlohn	P	iserlohn	51.375470	7.702810	0.000000km	2895669
(2)<1>	EQ:	eilenburg	A	eilenburg	51.465000	12.661200	2.016855km	6550843
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	51.400000	6.700000	0.000000km	2834975
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	53.600000	9.450000	307.860007km	2834976
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	51.147640	9.564040	201.812192km	2834977
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	50.537910	12.785220	437.939867km	2834978
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	49.672500	10.475620	329.441458km	2834979
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	49.270320	12.900960	500.794002km	2834980
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	48.792350	8.675900	322.643452km	2834981
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	48.724600	10.684910	412.157402km	2834982
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	48.601500	8.384580	333.860123km	2834983
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	48.164330	7.961530	371.162240km	2834984
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	47.754560	11.949950	555.197241km	2834985
(12)<0>	EQ:	schwarzenberg	P	schwarzenberg	47.666670	9.850000	473.602813km	2834986
(2)<1>	EQ:	gera	A	gera	50.878180	12.082420	0.237899km	6549747
(1)<0>	EQ:	bad hersfeld	P	bad hersfeld	50.871970	9.708910	0.000000km	2953439
(1)<0>	EQ:	olching	P	olching	48.200000	11.333330	0.000000km	2857472
(1)<0>	EQ:	ampfing	P	ampfing	48.254000	12.415150	0.000000km	2956378
(1)<0>	EQ:	filderstadt	P	filderstadt	48.656980	9.220490	0.000000km	3336891
(1)<0>	EQ:	xanten	P	xanten	51.658770	6.452970	0.000000km	2805385
(1)<0>	EQ:	dassel	P	dassel	51.801790	9.689040	0.000000km	2938813
(1)<0>	EQ:	landau an der isar	P	landau an der isar	48.672490	12.693160	0.000000km	2881650
(6)<1>	EQ:	borken	A	borken	51.851450	6.866150	77.228446km	6557573
(1)<0>	EQ:	starnberg	P	starnberg	48.001930	11.344160	0.000000km	2829457
(1)<0>	EQ:	dorpen	P	dorpen	52.964690	7.322730	0.000000km	2935597
(3)<0>	EQ:	wismar	P	wismar	53.893140	11.452860	0.000000km	2807465
(3)<0>	EQ:	wismar	P	wismar	53.523260	13.793810	159.960586km	2807466
(3)<0>	EQ:	wismar	P	wismar	52.664800	10.958630	140.621763km	2807467
(1)<0>	EQ:	grossenkneten	P	grossenkneten	52.943770	8.253230	0.000000km	2916611
(1)<0>	EQ:	bielefeld	P	bielefeld	52.033330	8.533330	0.000000km	2949186
(1)<0>	EQ:	ertingen	P	ertingen	48.100000	9.466670	0.000000km	2929252
(1)<0>	EQ:	neustadt an der aisch	P	neustadt an der aisch	49.579530	10.611260	0.000000km	2864057
(1)<0>	EQ:	herzogenrath	P	herzogenrath	50.868740	6.093170	0.000000km	2905455
(1)<0>	EQ:	albbruck	P	albbruck	47.590770	8.129540	0.000000km	2958744
(0)<0>	No match: hoxter
(1)<0>	EQ:	bad urach	P	bad urach	48.491070	9.400090	0.000000km	2818246
(2)<1>	EQ:	ingolstadt	A	ingolstadt	48.766670	11.414690	119.802952km	6556096
(0)<0>	No match: lunen
(2)<1>	EQ:	werdau	A	werdau	50.731100	12.375000	102.402906km	6550791
(3)<1>	EQ:	essen	A	essen	51.453550	7.010200	202.677305km	6553024
(1)<0>	EQ:	bad zwischenahn	P	bad zwischenahn	53.183330	8.000000	0.000000km	2953310
(3)<0>	EQ:	saalfeld	P	saalfeld	52.761580	11.188400	0.000000km	2842686
(3)<0>	EQ:	saalfeld	P	saalfeld	51.263200	10.527990	172.775049km	2842687
(3)<0>	EQ:	saalfeld	P	saalfeld	50.648260	11.365360	235.449393km	2842688
(1)<0>	EQ:	aschaffenburg	P	aschaffenburg	49.977040	9.152140	0.000000km	2955272
(1)<0>	EQ:	schiltach	P	schiltach	48.289320	8.341690	0.000000km	2839195
(1)<0>	EQ:	alfter	P	alfter	50.733330	7.016670	0.000000km	2958516
(1)<0>	EQ:	rheine	P	rheine	52.285090	7.440550	0.000000km	2847645
(1)<0>	EQ:	schongau	P	schongau	47.812400	10.896640	0.000000km	2836616
(2)<1>	EQ:	wiehl	A	wiehl	50.950000	7.533330	16.964101km	6557554
(1)<0>	EQ:	dinklage	P	dinklage	52.662230	8.124400	0.000000km	2936881
(1)<0>	EQ:	bad nauheim	P	bad nauheim	50.364630	8.738590	0.000000km	2953395
(1)<0>	EQ:	schlusselfeld	P	schlusselfeld	49.756210	10.618730	0.000000km	2838167
(1)<0>	EQ:	untergruppenbach	P	untergruppenbach	49.089400	9.275160	0.000000km	2819479
(1)<0>	EQ:	grimma	P	grimma	51.233670	12.719590	0.000000km	2917325
(1)<0>	EQ:	hassfurt	P	hassfurt	50.035210	10.515600	0.000000km	2909335
(1)<0>	EQ:	templin	P	templin	53.118650	13.502200	0.000000km	2823533
(0)<1>	No match:	reichshof	A	reichshof	50.950000	7.700000	465.377303km	3207652
(16)<2>	EQ:	hermsdorf	P	hermsdorf	52.611310	13.317830	0.000000km	2905904
(16)<2>	EQ:	hermsdorf	P	hermsdorf	52.187400	11.475560	133.968471km	2905905
(16)<2>	EQ:	hermsdorf	P	hermsdorf	52.158430	13.795390	59.973375km	2905906
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.405470	13.893670	139.874511km	2905907
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.326640	14.407540	161.366945km	2905908
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.169200	13.822350	164.171988km	2905909
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.103480	13.138990	168.219839km	2905910
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.075540	12.871070	173.627261km	2905911
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.072000	12.632170	177.667702km	2905912
(16)<2>	EQ:	hermsdorf	P	hermsdorf	51.011050	13.012570	179.290768km	2905913
(16)<2>	EQ:	hermsdorf	P	hermsdorf	50.963270	12.152860	200.206049km	2905914
(16)<2>	EQ:	hermsdorf	P	hermsdorf	50.923380	13.734800	189.996214km	2905915
(16)<2>	EQ:	hermsdorf	P	hermsdorf	50.896940	11.855490	215.814620km	2905916
(16)<2>	EQ:	hermsdorf	P	hermsdorf	50.873710	14.038210	199.627231km	2905917
(16)<2>	EQ:	hermsdorf	P	hermsdorf	50.783920	12.673610	208.137599km	2905918
(16)<2>	EQ:	hermsdorf	P	hermsdorf	50.763760	13.627640	206.673925km	2905919
(16)<2>	EQ:	hermsdorf	A	hermsdorf	51.404130	13.895650	140.056131km	6547630
(16)<2>	EQ:	hermsdorf	A	hermsdorf	50.891790	11.858520	216.226220km	6551028
(4)<1>	EQ:	esslingen	A	esslingen	49.916700	6.533330	0.440529km	6554423
(1)<0>	EQ:	tornesch	P	tornesch	53.700000	9.716670	0.000000km	2821779
(3)<0>	EQ:	giessen	P	giessen	50.587270	8.675540	0.000000km	2920512
(3)<0>	EQ:	giessen	P	giessen	48.223010	12.516850	383.133702km	2920513
(3)<0>	EQ:	giessen	P	giessen	47.627830	9.600720	335.977732km	2920514
(1)<0>	EQ:	kirchheim unter teck	P	kirchheim unter teck	48.646830	9.453780	0.000000km	2890473
(4)<1>	EQ:	steinfurt	A	steinfurt	52.138600	7.363930	439.205698km	6557601
(1)<0>	IN:	staffelstein	P	bad staffelstein	50.101990	11.001280	0.000000km	2829701
(1)<0>	EQ:	hohen neuendorf	P	hohen neuendorf	52.676310	13.277750	0.000000km	2901588
(1)<0>	EQ:	bad mergentheim	P	bad mergentheim	49.492500	9.773610	0.000000km	2953402
(1)<0>	EQ:	thale	P	thale	51.748610	11.041000	0.000000km	2823141
(1)<0>	EQ:	stralsund	P	stralsund	54.309110	13.081800	0.000000km	2826287
(1)<0>	EQ:	nabburg	P	nabburg	49.453470	12.179960	0.000000km	2867262
(7)<1>	EQ:	wilhelmsthal	A	wilhelmsthal	50.320100	11.380600	402.170314km	6556814
(16)<3>	EQ:	bergheim	P	bergheim	51.834120	9.050610	0.000000km	2950433
(16)<3>	EQ:	bergheim	P	bergheim	51.455420	7.943480	87.453559km	2950434
(16)<3>	EQ:	bergheim	P	bergheim	51.411970	6.687230	170.269000km	2950435
(16)<3>	EQ:	bergheim	P	bergheim	51.167610	9.136420	74.393464km	2950436
(16)<3>	EQ:	bergheim	P	bergheim	51.106860	9.645030	90.844615km	2950437
(16)<3>	EQ:	bergheim	P	bergheim	50.955720	6.639860	194.159345km	2950438
(16)<3>	EQ:	bergheim	P	bergheim	50.775110	7.098270	180.039444km	2950439
(16)<3>	EQ:	bergheim	P	bergheim	50.568670	6.649440	219.035754km	2950440
(16)<3>	EQ:	bergheim	P	bergheim	50.345490	9.086270	165.628901km	2950441
(16)<3>	EQ:	bergheim	P	bergheim	48.982640	10.396110	331.281228km	2950442
(16)<3>	EQ:	bergheim	P	bergheim	48.801320	9.098740	337.371313km	2950443
(16)<3>	EQ:	bergheim	P	bergheim	48.760600	11.257380	376.262732km	2950444
(16)<3>	EQ:	bergheim	P	bergheim	48.636110	10.461670	369.677724km	2950445
(16)<3>	EQ:	bergheim	P	bergheim	48.319560	10.820500	410.909453km	2950446
(16)<3>	EQ:	bergheim	P	bergheim	47.711200	9.410290	459.299835km	3205643
(16)<3>	EQ:	bergheim	P	bergheim	49.407400	8.687350	271.170986km	8505030
(16)<3>	EQ:	bergheim	A	bergheim	50.964550	6.669970	191.840910km	2950448
(16)<3>	EQ:	bergheim	A	bergheim	48.766700	11.266700	375.920450km	6556333
(16)<3>	EQ:	bergheim	A	bergheim	50.956250	6.634950	194.424200km	6557533
(1)<0>	EQ:	bensheim	P	bensheim	49.683690	8.618390	0.000000km	2950978
(1)<0>	EQ:	verl	P	verl	51.883330	8.516670	0.000000km	2817576
(1)<0>	EQ:	halle (saale)	P	halle (saale)	51.481580	11.979470	0.000000km	2911522
(1)<0>	EQ:	duderstadt	P	duderstadt	51.513120	10.259510	0.000000km	2934728
(1)<0>	EQ:	neuss	P	neuss	51.198070	6.685040	0.000000km	2864118
(4)<1>	EQ:	stephanskirchen	A	stephanskirchen	47.859500	12.152800	48.962276km	6556383
(2)<1>	EQ:	hassloch	A	hassloch	49.359700	8.257050	71.064191km	6554905
(2)<1>	EQ:	ronnenberg	A	ronnenberg	52.332000	9.660500	1.444946km	6557406
(11)<0>	IN:	brake	P	telbrake	52.735430	8.329780	0.000000km	2823598
(11)<0>	IN:	brake	P	oberbrake	52.730290	8.896820	38.308220km	2861225
(11)<0>	IN:	brake	P	lehmbraken	51.785640	7.226650	129.775276km	2879504
(11)<0>	IN:	brake	P	brake zwei	52.066670	8.616670	76.935254km	2945530
(11)<0>	IN:	brake	P	brakenburg	53.500000	9.883330	134.380291km	2945534
(11)<0>	IN:	brake	P	brakelsiek	51.891330	9.168520	109.970398km	2945538
(11)<0>	IN:	brake	P	brakel	51.717500	9.185960	127.481144km	2945542
(11)<0>	IN:	brake	P	brake (lemgo)	52.014580	8.921240	89.757096km	2945543
(11)<0>	IN:	brake	P	brake (unterweser)	53.333330	8.483330	67.331001km	2945545
(11)<0>	IN:	brake	P	brake (bielefeld)	52.069060	8.596120	76.333770km	2945547
(11)<0>	IN:	brake	P	barbrake	52.760930	8.967100	43.129740km	2952840
(1)<0>	EQ:	baumholder	P	baumholder	49.617380	7.333810	0.000000km	2951950
(1)<0>	EQ:	falkensee	P	falkensee	52.560140	13.092700	0.000000km	2927930
(1)<0>	EQ:	helferskirchen	P	helferskirchen	50.510280	7.811840	0.000000km	2906957
(4)<2>	EQ:	greven	P	greven	53.484060	11.975780	0.000000km	2917541
(4)<2>	EQ:	greven	P	greven	53.477110	10.799340	78.106049km	2917542
(4)<2>	EQ:	greven	P	greven	52.493140	8.144840	279.858210km	2917543
(4)<2>	EQ:	greven	P	greven	52.093640	7.593960	333.581329km	2917544
(4)<2>	EQ:	greven	A	greven	53.483300	10.800000	78.052769km	6547937
(4)<2>	EQ:	greven	A	greven	52.105440	7.601840	332.468148km	6557594
(0)<0>	No match: wolfenbuttel
(0)<0>	No match: waldbrol
(9)<1>	EQ:	hohn	A	hohn	54.300000	9.500000	406.032982km	6551858
(1)<0>	EQ:	mettlach	P	mettlach	49.494890	6.585620	0.000000km	2871538
(1)<0>	EQ:	bad neuenahr-ahrweiler	P	bad neuenahr-ahrweiler	50.543220	7.111300	0.000000km	2953391
(1)<0>	EQ:	zwickau	P	zwickau	50.727240	12.488390	0.000000km	2803560
(4)<3>	EQ:	boos	P	boos	50.316670	7.016670	0.000000km	2946377
(4)<3>	EQ:	boos	P	boos	49.800000	7.716670	76.257823km	2946378
(4)<3>	EQ:	boos	P	boos	48.075210	10.195230	340.247261km	2946379
(4)<3>	EQ:	boos	P	boos	47.991490	9.564370	318.401488km	2946380
(4)<3>	EQ:	boos	A	boos	49.793510	7.717960	76.865806km	6553471
(4)<3>	EQ:	boos	A	boos	50.316700	7.016670	0.003337km	6553746
(4)<3>	EQ:	boos	A	boos	48.066700	10.200000	341.190386km	6557240
(11)<1>	EQ:	dorfen	A	dorfen	48.270750	12.152050	147.130144km	6558214
(1)<0>	EQ:	unterschleissheim	P	unterschleissheim	48.280380	11.576840	0.000000km	2818766
(2)<1>	EQ:	weimar	A	weimar	50.980380	11.326300	141.806271km	6549750
(2)<1>	EQ:	sachsenheim	A	sachsenheim	48.950000	9.066670	129.444632km	2842513
(1)<0>	EQ:	lippoldsberg	P	lippoldsberg	51.622390	9.560170	0.000000km	2876878
(8)<3>	EQ:	lahr	P	lahr	50.674470	7.257740	0.000000km	2881878
(8)<3>	EQ:	lahr	P	lahr	52.759670	8.453120	246.263935km	2881879
(8)<3>	EQ:	lahr	P	lahr	51.444380	7.801100	93.740518km	2881880
(8)<3>	EQ:	lahr	P	lahr	50.509500	8.132560	64.607955km	2881881
(8)<3>	EQ:	lahr	P	lahr	50.125090	7.365390	61.588668km	2881882
(8)<3>	EQ:	lahr	P	lahr	49.933330	6.283330	107.773488km	2881883
(8)<3>	EQ:	lahr	P	lahr	49.262710	11.490330	341.783312km	2881884
(8)<3>	EQ:	lahr	P	lahr	48.340420	7.868860	263.335517km	2881885
(8)<3>	EQ:	lahr	A	lahr	50.116700	7.366670	62.526064km	6553699
(8)<3>	EQ:	lahr	A	lahr	49.953910	6.284730	105.957770km	6554457
(8)<3>	EQ:	lahr	A	lahr	50.125400	7.365750	61.557638km	10942642
(1)<0>	EQ:	osterburken	P	osterburken	49.429970	9.422520	0.000000km	2856637
(1)<0>	EQ:	hardheim	P	hardheim	49.611940	9.471940	0.000000km	2910633
(1)<0>	EQ:	heddesheim	P	heddesheim	49.505560	8.603610	0.000000km	2908398
(1)<0>	IN:	sobernheim	P	bad sobernheim	49.786360	7.651460	0.000000km	2831736
(1)<0>	EQ:	ditzingen	P	ditzingen	48.826720	9.067030	0.000000km	2936705
(1)<0>	EQ:	tutzing	P	tutzing	47.909380	11.280300	0.000000km	2820692
(1)<0>	EQ:	immelborn	P	immelborn	50.792290	10.278120	0.000000km	2896299
(2)<0>	EQ:	dillingen	P	dillingen	50.266670	8.633330	0.000000km	2936976
(2)<0>	EQ:	dillingen	P	dillingen	49.355570	6.727810	170.519581km	2936977
(1)<0>	EQ:	wiesbaden	P	wiesbaden	50.082580	8.249320	0.000000km	2809346
(1)<0>	EQ:	pfungstadt	P	pfungstadt	49.805570	8.603070	0.000000km	2853924
(5)<1>	IN:	isernhagen	A	isernhagen	52.433330	9.850000	4.679920km	3213268
(1)<0>	EQ:	pfaffenhofen an der ilm	P	pfaffenhofen an der ilm	48.530530	11.505000	0.000000km	2854386
(3)<1>	EQ:	babenhausen	A	babenhausen	49.960800	8.952200	0.492639km	6557718
(1)<0>	EQ:	weeze	P	weeze	51.626780	6.197920	0.000000km	2813410
(2)<1>	EQ:	weinheim	A	weinheim	49.548080	8.655870	47.527178km	6558066
(1)<0>	EQ:	dannstadt-schauernheim	P	dannstadt-schauernheim	49.440280	8.308610	0.000000km	3272455
(1)<0>	EQ:	wilnsdorf	P	wilnsdorf	50.816670	8.100000	0.000000km	2808461
(1)<0>	EQ:	schuttorf	P	schuttorf	51.074060	6.053340	0.000000km	2835588
(1)<0>	EQ:	fulda	P	fulda	50.551620	9.675180	0.000000km	2923822
(1)<0>	EQ:	crimmitschau	P	crimmitschau	50.816440	12.390450	0.000000km	2939747
(1)<0>	EQ:	mechernich	P	mechernich	50.593040	6.652240	0.000000km	2872611
(6)<2>	EQ:	lage	P	lage	52.704750	8.058010	0.000000km	2881951
(6)<2>	EQ:	lage	P	lage	52.647550	7.533090	36.070773km	2881952
(6)<2>	EQ:	lage	P	lage	52.466670	6.966670	78.569335km	2881953
(6)<2>	EQ:	lage	P	lage	52.322040	7.755350	47.284544km	2881954
(6)<2>	EQ:	lage	P	lage	52.279380	8.650860	62.144417km	2881955
(6)<2>	EQ:	lage	P	lage	51.992230	8.793010	93.778633km	2881956
(6)<2>	EQ:	lage	A	lage	52.466700	6.966670	78.568186km	6552940
(6)<2>	EQ:	lage	A	lage	52.008500	8.778550	91.717212km	6557638
(2)<1>	EQ:	waltershausen	A	waltershausen	50.906200	10.558200	0.882420km	6550989
(1)<0>	EQ:	neuburg an der donau	P	neuburg an der donau	48.732180	11.187090	0.000000km	2866070
(1)<0>	EQ:	zulpich	P	zulpich	50.694470	6.654140	0.000000km	2803723
(1)<0>	EQ:	eislingen	P	eislingen	48.695150	9.706760	0.000000km	2931414
(1)<0>	EQ:	gevelsberg	P	gevelsberg	51.319710	7.339200	0.000000km	2920757
(2)<0>	EQ:	hofheim	P	hofheim	49.657490	8.413850	0.000000km	2902535
(2)<0>	EQ:	hofheim	P	hofheim	47.715270	11.214970	298.598748km	2902536
(1)<0>	IN:	hunfeld	P	hunfelde	52.980330	7.297930	0.000000km	2897434
(8)<2>	EQ:	burbach	P	burbach	51.133850	6.994300	0.000000km	2941591
(8)<2>	EQ:	burbach	P	burbach	50.961520	10.421420	241.070545km	2941592
(8)<2>	EQ:	burbach	P	burbach	50.883760	6.857590	29.430120km	2941594
(8)<2>	EQ:	burbach	P	burbach	50.751050	8.079390	87.347816km	2941595
(8)<2>	EQ:	burbach	P	burbach	50.728720	7.752560	69.805220km	2941596
(8)<2>	EQ:	burbach	P	burbach	50.107540	6.518180	119.035331km	2941597
(8)<2>	EQ:	burbach	P	burbach	49.679690	7.214140	162.509221km	2941598
(8)<2>	EQ:	burbach	P	burbach	48.870360	8.437840	272.192618km	2941599
(8)<2>	EQ:	burbach	A	burbach	50.761300	8.053300	85.183882km	6553144
(8)<2>	EQ:	burbach	A	burbach	50.100000	6.516670	119.870789km	6554528
(2)<0>	EQ:	obernburg	P	obernburg	51.232700	8.906160	0.000000km	2859676
(2)<0>	EQ:	obernburg	P	obernburg	47.891800	12.152640	439.479437km	2859677
(1)<0>	EQ:	engen	P	engen	47.855340	8.773420	0.000000km	2930201
(1)<0>	EQ:	sankt wendel	P	sankt wendel	49.466330	7.168140	0.000000km	2841463
(2)<0>	EQ:	bruhl	P	bruhl	48.750000	9.266670	0.000000km	2943318
(2)<0>	EQ:	bruhl	P	bruhl	49.397220	8.533610	89.718271km	2943321
(2)<1>	EQ:	augsburg	A	augsburg	48.367330	10.892130	693.910772km	6557107
(1)<0>	EQ:	spremberg	P	spremberg	51.569600	14.373850	0.000000km	2830085
(1)<0>	EQ:	wiesloch	P	wiesloch	49.295040	8.698460	0.000000km	2809138
(1)<0>	EQ:	bad honnef	P	bad honnef	50.643360	7.227800	0.000000km	2953435
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.838280	12.527850	0.000000km	2927340
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.768610	11.466870	78.322328km	2927341
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.712210	12.424940	15.929968km	2927342
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.720040	11.176980	100.147413km	2927343
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.610140	12.414340	26.709408km	2927344
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.479710	11.907640	60.642855km	2927345
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.469080	12.254520	45.729131km	2927346
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.148110	11.731000	96.739898km	2927347
(14)<2>	EQ:	feldkirchen	P	feldkirchen	48.050000	12.533330	87.656848km	2927348
(14)<2>	EQ:	feldkirchen	P	feldkirchen	47.966120	12.136140	101.226208km	2927349
(14)<2>	EQ:	feldkirchen	P	feldkirchen	47.908400	11.545690	126.434022km	2927350
(14)<2>	EQ:	feldkirchen	P	feldkirchen	47.804340	12.960290	119.359071km	2927351
(14)<2>	EQ:	feldkirchen	P	feldkirchen	47.909320	11.845150	115.014379km	2927352
(14)<2>	EQ:	feldkirchen	P	feldkirchen	50.452440	7.425620	409.779293km	3207705
(14)<2>	EQ:	feldkirchen	A	feldkirchen	48.148000	11.743370	96.195848km	6556310
(14)<2>	EQ:	feldkirchen	A	feldkirchen	48.833300	12.533300	0.683213km	6556577
(1)<0>	EQ:	radebeul	P	radebeul	51.106540	13.660470	0.000000km	2851077
(1)<0>	EQ:	hallbergmoos	P	hallbergmoos	48.327470	11.751420	0.000000km	2911530
(3)<2>	EQ:	lorch	P	lorch	50.046190	7.804180	0.000000km	2875906
(3)<2>	EQ:	lorch	P	lorch	48.798330	9.691400	194.944794km	2875909
(3)<2>	EQ:	lorch	P	lorch	48.096530	7.901620	216.940648km	2875910
(3)<2>	EQ:	lorch	A	lorch	50.050000	7.816670	0.989889km	6557762
(3)<2>	EQ:	lorch	A	lorch	48.797690	9.692980	195.076568km	6558028
(1)<0>	EQ:	niederkruchten	P	niederkruchten	51.200000	6.216670	0.000000km	2863199
(1)<0>	IN:	weinstadt	P	weinstadt-endersbach	48.813110	9.363870	0.000000km	2812145
(1)<0>	EQ:	berchtesgaden	P	berchtesgaden	47.632360	13.001870	0.000000km	2950881
(1)<0>	EQ:	rietberg	P	rietberg	51.809240	8.428410	0.000000km	2846843
(1)<0>	EQ:	korschenbroich	P	korschenbroich	51.191390	6.513520	0.000000km	2885397
(1)<0>	EQ:	ispringen	P	ispringen	48.916670	8.666670	0.000000km	2895636
(2)<1>	EQ:	zossen	A	zossen	52.220600	13.440200	0.794440km	6550665
(3)<1>	EQ:	ahlen	A	ahlen	51.760150	7.884500	136.709868km	6557603
(1)<0>	EQ:	erwitte	P	erwitte	51.612700	8.338400	0.000000km	2929247
(2)<0>	EQ:	schonebeck	P	schonebeck	51.986190	7.486870	0.000000km	2836805
(2)<0>	EQ:	schonebeck	P	schonebeck	53.183330	8.983330	167.426763km	2836806
(1)<0>	EQ:	leinburg	P	leinburg	49.451670	11.310000	0.000000km	2879200
